media_score,varianza_params,prob_mut,prob_cross
0.7320666536050155,0.11339885708315177,0.5,0.5000000000000001
0.7279768416927901,0.12162693462772346,0.4,0.6000000000000001
0.7380844435736676,0.10972438422236057,0.5,0.5000000000000001
0.7353176332288401,0.11187600611764,0.6,0.40000000000000013
0.7325914968652038,0.12524203734106237,0.5,0.5000000000000001
0.7358186912225705,0.12404242313772022,0.4,0.6000000000000001
0.7366319749216299,0.11316400167879172,0.5,0.5000000000000001
0.7325290752351097,0.1324619725053364,0.4,0.6000000000000001
0.7357944749216301,0.10857989622195584,0.5,0.5000000000000001
0.7311777821316613,0.11605046235165441,0.6,0.40000000000000013
0.7273766849529778,0.11717239211212753,0.7,0.30000000000000016
0.7288134796238244,0.1282375648123419,0.6,0.40000000000000013
0.7337524686520376,0.12242683619224679,0.5,0.5000000000000001
0.7373182210031348,0.10716545122249908,0.6,0.40000000000000013
0.7339032523510971,0.11786213542698717,0.7,0.30000000000000016
0.7323642633228841,0.1217558810773164,0.6,0.40000000000000013
0.7330281739811911,0.12158161356985452,0.5,0.5000000000000001
0.7363184561128526,0.12208058026893577,0.4,0.6000000000000001
0.737219514106583,0.11998731103316511,0.5,0.5000000000000001
0.7316156347962383,0.12904500137631453,0.4,0.6000000000000001
0.7333665360501567,0.1273284933396743,0.30000000000000004,0.7000000000000001
0.740058855799373,0.11508611554870866,0.4,0.6000000000000001
0.7364812695924765,0.11592139658753547,0.5,0.5000000000000001
0.735742907523511,0.12117841166858687,0.4,0.6000000000000001
0.7370693573667713,0.11749538656034199,0.5,0.5000000000000001
0.733228800940439,0.13103720785917466,0.4,0.6000000000000001
0.738821355799373,0.10173058642433931,0.5,0.5000000000000001
0.732465830721003,0.12008040537557846,0.4,0.6000000000000001
0.7342542711598746,0.1222621335779246,0.30000000000000004,0.7000000000000001
0.7394083072100313,0.10884493284982741,0.4,0.6000000000000001
0.7361431034482758,0.11892243529217143,0.5,0.5000000000000001
0.7286873824451411,0.12822466166093682,0.4,0.6000000000000001
0.7341402429467084,0.11076682869685818,0.5,0.5000000000000001
0.7321763714733542,0.1276369841485612,0.4,0.6000000000000001
0.7376432210031347,0.11431885768993237,0.5,0.5000000000000001
0.7342918495297807,0.12117968301019194,0.4,0.6000000000000001
0.7372190830721004,0.11078924364318986,0.5,0.5000000000000001
0.7321277037617555,0.11701815361474897,0.6,0.40000000000000013
0.7299399686520377,0.12834311987711747,0.5,0.5000000000000001
0.7362563087774295,0.11689887872172315,0.6,0.40000000000000013
0.7339666927899686,0.12328948420560587,0.5,0.5000000000000001
0.7345553683385581,0.10920832873730961,0.6,0.40000000000000013
0.7294374216300938,0.1322673753010789,0.5,0.5000000000000001
0.7351795846394985,0.10650607034083438,0.6,0.40000000000000013
