Algorithm,Series,Iterations,T0,Tf,L,coolingFunction,Execution,MSE,Time
SA_GeometricCooling,TS1.txt,200,50.0,0.001,36,Geometric,18,0.8629717083279547,1.4091100692749023
SA_GeometricCooling,TS1.txt,200,50.0,0.001,36,Geometric,19,0.5796540201041515,1.4352619647979736
SA_GeometricCooling,TS1.txt,200,50.0,0.001,36,Geometric,20,0.5907272794624296,1.4237184524536133
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,1,0.9550901120058745,3.5276145935058594
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,2,0.1571224839241331,3.5071051120758057
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,3,0.7448330302112591,3.440765380859375
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,4,0.5796540201041515,3.411168336868286
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,5,0.9581588787787957,3.6387014389038086
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,6,0.5796540201041515,3.648041248321533
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,7,0.1645869083379593,3.6842758655548096
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,8,1.1835363003202601,3.627281427383423
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,9,0.1571224839241331,3.705447196960449
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,10,0.46559298164739743,3.674231767654419
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,11,0.46601585362262377,3.538381576538086
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,12,0.15977487889187625,3.5203542709350586
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,13,0.1571224839241331,3.5621299743652344
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,14,0.35931109041564463,3.5418128967285156
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,15,1.0515970171487363,3.6143743991851807
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,16,0.1571224839241331,3.662843942642212
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,17,0.5922905181236189,3.633007287979126
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,18,1.2309841235787178,3.4188287258148193
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,19,0.4559116520394053,3.554142475128174
SA_GeometricCooling,TS1.txt,200,50.0,0.001,90,Geometric,20,0.5914447791323008,3.720174789428711
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,1,1.325228256864135,0.3517487049102783
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,2,1.4613598351618111,0.34230756759643555
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,3,1.3441015404375747,0.3313591480255127
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,4,1.0411908703750585,0.3426246643066406
SA_GeometricCooling,TS1.txt,200,10.0,1.0,9,Geometric,5,1.1931935493105246,0.3498814105987549
